Owner1,Owner2,SiteAddress,MailAddress,MailCity,APN,LastSeller,LastSaleDate,LastSaleValue
HAN LLC,,6262 CHINOOK AVE,6431 NAVAJO RD,WESTMINSTER,195-283-09,"THE PAUL SULAHIAN REVOCABLE LIVING TRUST, ; SINANIAN, LARA",03/17/2026,900000.0
HAN LLC,,6272 CHINOOK AVE,6431 NAVAJO RD,WESTMINSTER,195-283-10,"THE PAUL SULAHIAN REVOCABLE LIVING TRUST, ; SINANIAN, LARA",03/17/2026,900000.0
VD LAND LLC,,8692 RATHBURN AVE,14391 SHIRLEY ST,WESTMINSTER,107-453-03,"NGUYEN, DICHSON; NGUYEN, THAN THI",06/13/2023,1140000.0
MANCHESTER CENTER LLC,,17952 ELM ST,PO BOX 85,WESTMINSTER,167-152-14,"TRAN, TIEN D",03/09/2016,710000.0
EVERYBODYS GONE SURLIN LLC,,944 11TH ST,25170 GOLDENWEST CIRCLE,WESTMINSTER,024-061-13,"BRIGGS, JORDAN; KNIGHT, ALEXANDRIA",04/19/2024,2065000.0
STEVENTHAI LLC,,10151 BIRCHWOOD DR,9761 CALENDULA AVE,WESTMINSTER,155-101-13,"BOYCE, TONYA L; BOYCE, BRENT L",08/02/2024,1695000.0
PT REALTY LLC,,4001 WARNER AVE,15211 BUCKNELL CIR,WESTMINSTER,930-820-84,"THE KEVIN J LARKIN TRUST, ; JOHNSON, VIRGINIA K",08/15/2025,800000.0
TDN PROPERTIES LLC,,797 CENTER ST,14600 GOLDENWEST ST # 210,WESTMINSTER,939-290-54,"WILSON, GLENN; WILSON, MICHELLE",03/04/2021,833000.0
THE INCREDIBLES II LLC,,6392 MAPLE AVE,6391 INDUSTRY WAY,WESTMINSTER,195-293-02,"SHENETT, DUSTY; SHENETT, KAREN",10/16/2024,1825000.0
DYLAN & ANDREW HOLDINGS LLC,,7561 CENTER AVE # J1,15822 GARNET ST,WESTMINSTER,142-474-28,"PEREZ, MARCO V; GUADALUPE VALENTIN PEREZ 2022 REV TR,",05/20/2022,725000.0
ADAMS JACKSON INVESTMENT LLC,,15062 ADAMS ST,9625 BOLSA AVE,WESTMINSTER,107-151-68,"PHAN, BAO SON",04/20/2018,1600000.0
KOI3576 LLC,,15111 VAN BUREN ST,9315 BOLSA AVE # 23,WESTMINSTER,107-180-30,"TRANLY LLC,",02/14/2022,995000.0
RAYR HOLDINGS LLC,,9520 TALBERT AVE,15424 BROOKHURST ST,WESTMINSTER,157-121-04,"BRYAN, SCOTT R; BRYAN, CARMELLA J",05/16/2014,1445000.0
4 MD MANAGEMENT LLC,,19321 BEACH BLVD,PO BOX 11926,WESTMINSTER,025-182-22,"SCHWARTZ, STEVEN; SCHWARTZ, LINDA",06/01/2018,935000.0
TS MARKETPLACE LLC,,20002 BROOKHURST ST,15565 BROOKHURST ST STE B,WESTMINSTER,155-181-04,"LBG HUNTINGTON BEACH LLC,",03/17/2016,18556000.0
TS MARKETPLACE LLC,,10026 ADAMS AVE,15565 BROOKHURST ST STE B,WESTMINSTER,155-181-03,"LBG HUNTINGTON BEACH LLC,",03/17/2016,18556000.0
TS MARKETPLACE LLC,,20052 BROOKHURST ST,15565 BROOKHURST ST STE B,WESTMINSTER,155-181-05,"LBG HUNTINGTON BEACH LLC,",03/17/2016,18556000.0
HAMILTON HB LLC,,9502 HAMILTON AVE,15565 BROOKHURST ST STE B,WESTMINSTER,149-201-46,"WOHL HB LLC,",02/19/2016,3300000.0
LANDMARK CAPITAL VENTURES LLC,,3525 HYLAND AVE STE 130,10121 NOTTINGHAM AVE,WESTMINSTER,932-632-80,"CRUSE, SISSI MARTINEZ; SISSI MARTINEZ CRUSE LIVING TRUST,",01/08/2025,610000.0
JMD ESTATES LLC,,7552 REYNOLDS CIR,13761 GOLDENWEST ST UNIT 1910,WESTMINSTER,165-331-16,"BEELS, FRANK G; THE FRANK G BEELS FAMILY TRUST,",12/21/2023,1871500.0
HT8 LLC,,15182 BOLSA CHICA ST,PO BOX 10280,WESTMINSTER,145-014-49,"MAYER, ALBERT; DRAHONOVSKY, BRIGITTE",06/20/2016,2150000.0
SAIGON PLACE LLC,,15212 BEACH BLVD,9455 BOLSA AVE STE E,WESTMINSTER,107-151-30,"COOK, AARON; THE HAND FAMILY TRUST,",12/14/2017,1200000.0
15300 BEACH BLVD LLC,,15211 JACKSON ST,15300 BEACH BLVD,WESTMINSTER,107-151-21,"PHAM, THUC VUONG; PHAM, TRAM TRINH",10/07/2005,1000000.0
MAISON PROPERTIES LLC,,17188 EDGEWATER LN,11027 1ST AVE,WHITTIER,178-292-09,"SCHWARTZ FAMILY TRUST, ; SCHWARTZ, JEFFREY BRIAN",03/30/2026,2050000.0
LM TRUCKING COMPANY LLC,,19782 FELCLIFF LN,13560 SUNSHINE AVE,WHITTIER,153-455-07,"THE HOLDAL FAMILY TRUST, ; LINTZ, SONIA",01/02/2026,1475000.0
JM PROPERTY LLC,,18732 LIBRA CIR,15029 EL SONETO DR,WHITTIER,157-471-23,"LAST, SHARON RAE; LAST, LORIN LAWRENCE",05/28/2020,1432000.0
MARINO FAMILY LLC,,16102 MALAGA LN,PO BOX 11576,WHITTIER,107-771-06,"MOORE FAMILY TRUST, ; RESNICK, LYNNETTE S",11/14/2025,2825000.0
MARINO FAMILY LLC,,309 UTICA AVE,13502 WHITTIER BLVD,WHITTIER,025-071-48,"CHRISTIAN AND JENNY RIDDLE LIVING TRUST, ; RIDDLE, CHRISTIAN K",09/25/2025,2250000.0
GRATEFUL BEACH ABODE LLC,,7 SUMMERWIND CT # 101,1000 WOODBURY RD,WOODBURY,932-581-01,"MAXWELL, MARY K",07/25/2024,2125000.0
P & JROD LLC,,611 8TH ST,5959 TOPANGA CANYON BLVD STE 200,WOODLAND HILLS,024-093-22,"PAM CAPITAL MANAGEMENT INC,",11/15/2016,1302000.0
ZF SPV LLC,,2872 COAST CIR APT 305,5550 TOPANGA CANYON BLVD STE 310,WOODLAND HILLS,936-770-30,"JOHNSON, CHANTALE; ALLEN AND CHANTALE JOHNSON 2016 REV TR,",06/10/2024,1325000.0
310 VILLA LLC,,310 VILLA POINT DR,6325 TOPANGA CANYON BLVD STE 204,WOODLAND HILLS,939-635-97,"OPBROCK, KRISTIN D; THE BETTY J OPBROCK TRUST,",08/14/2023,795000.0
CORTE BELLA OWNER LLC TRUAMERICA,,9531 SLATER AVE,21700 OXNARD ST STE 345,WOODLAND HILLS,167-281-04,"SHEA CENTER CORTE BELLA LLC,",08/29/2018,85750000.0
CORTE BELLA OWNER LLC TRUAMERICA,,9543 DIXIE ST,21700 OXNARD ST STE 345,WOODLAND HILLS,167-283-01,"SHEA CENTER CORTE BELLA LLC,",08/29/2018,85750000.0
PETERSON DEVELOPMENT LLC,,517 16TH ST,4995 GREENHAVEN ST,YORBA LINDA,023-147-21,"CSETE, FRANK C; CSETE, GEORGE L",02/28/2022,1350000.0
MERRIMAC PARTNERS LLC,,20962 CABRILLO LN # 61,19871 YORBA LINDA BLVD STE 105,YORBA LINDA,934-472-42,"HART, RORY JD",01/30/2019,1150000.0
DOHRMAN DWELLINGS LLC,,711 BAY HILL DR,20693 DEODAR DR,YORBA LINDA,931-790-99,"ELLSWORTH, STEVEN JAMES; ELLSWORTH, PAMELA KAYE",07/16/2019,1085000.0
SHEKIA LLC,,1551 SANTA BARBARA DR,4007 OLDENBURG LN,YORBA LINDA,939-632-42,"MERIDIAN 51 LLC,",03/02/2018,3920000.0
SMA FAMILY ADVISOR LLC, THE SMA HERITAGE TRUST,2754 HILLVIEW DR # 24,4075 PROSPECT AVE # 101,YORBA LINDA,934-610-24,"GRILL, MATTHEW; HARPER, KATE",07/26/2018,1300000.0
CRABB LANE LLC,,17631 CRABB LN,18032C LEMON DR # 606,YORBA LINDA,165-291-11,"ROHR, OLGA; JUAREZ, CARLOS J",12/01/2020,1525000.0
INCUPLACE LLC,,88 FAIR DR,PO BOX 3772,ALHAMBRA,988-007-23,",",,
SA ABANOUB LLC,,4030 BIRCH ST,7029 MARTANO PL,ALTA LOMA,936-790-48,",",,
SA ABANOUB LLC,,4020 BIRCH ST,7029 MARTANO PL,ALTA LOMA,936-790-49,",",,
SA ABANOUB LLC,,4001 WESTERLY PL,7029 MARTANO PL,ALTA LOMA,936-790-50,",",,
SA ABANOUB LLC,,4019 WESTERLY PL,7029 MARTANO PL,ALTA LOMA,936-790-51,",",,
ADT SECURITY SERVICES LLC,,88 FAIR DR,475 N MULLER ST,ANAHEIM,988-006-96,",",,
NCCD-ORANGE COAST PROPERTIES LLC,,1369 ADAMS AVE,2630 EXPOSITION BLVD STE 213,AUSTIN,988-361-85,",",,
SO CALIF ED INSTANT STORAGE LLC,,7420 BOLSA AVE,PO BOX 82515,BAKERSFIELD,988-421-01,",",,
SHER LANE LLC,,7672 EDINGER AVE,4957 LAKEMONT BLVD SE STE C4,BELLEVUE,142-111-18,",",,
GOLDEN HILLS PROPERTIES LLC,,3335 W COAST HWY,9701 WILSHIRE BLVD STE 1115,BEVERLY HILLS,988-023-26,",",,
HUNTINGTON COMMERCE CENTER LLC,,5912 BOLSA AVE STE 202,9990 S SANTA MONICA BLVD,BEVERLY HILLS,145-531-29,",",,
HUNTINGTON COMMERCE CENTER LLC,,5932 BOLSA AVE,9990 S SANTA MONICA BLVD,BEVERLY HILLS,145-531-28,",",,
BRADLEY B LLC,,16712 CORAL CAY LN,9599 W FAIRVIEW AVE,BOISE,988-651-11,",",,
BAM HOMES LLC,,21851 NEWLAND ST SPC 270,135 S STATE COLLEGE BLVD STE 200,BREA,890-892-70,",",,
FTK 2 LLC,,4 HARBOR IS,3150 E BIRCH ST,BREA,988-016-36,",",,
VILLA MAVI LLC,,16502 SOMERSET LN,156 E TUJUNGA AVE,BURBANK,988-066-02,",",,
NXGEN THREE LLC,,18375 EUCLID ST,9261 JORDAN AVE,CHATSWORTH,932-882-07,",",,
RYAN PROPERTY SERVICES LLC,,323 MAYFLOWER DR,109 E 17TH ST # 440,CHEYENNE,892-213-23,",",,
ELOQUENTE ENTERPRISE LLC,,1189 WINSLOW LN,18042 CORTNEY CT # A,CITY OF INDUSTRY,930-592-25,",",,
HUNTINGTON SOUTH CENTER LLC,,9021 ATLANTA AVE,1360 E 9TH ST STE 300,CLEVELAND,151-141-29,",",,
PATIL FAMILY HOLDINGS LLC,,23000 NEWPORT COAST DR,5409 CUMBERLAND FALLS HWY,CORBIN,898-556-24,",",,
FREEWAY INDUSTRIAL PARK ATALLAH & NASSER LLC,,15851 GOTHARD ST,2641 S MAIN ST,CORONA,142-521-02,",",,
PACIFIC METALS GROUP LLC,,829 HARBOR ISLAND DR,224 GLIDER CIR,CORONA,988-009-52,",",,
BONNIE DOONE LLC,,17555 BEACH BLVD,1023 BONNIE DOONE TER,CORONA DEL MAR,165-321-07,",",,
CANNERY LLC,,3000 LAFAYETTE RD,1901 BAYADERE TER,CORONA DEL MAR,988-431-54,",",,
THE JETTY CDM LLC,,3001 OCEAN BLVD,3029 OCEAN BLVD,CORONA DEL MAR,988-009-56,",",,
FOURCHER 4340 LLC,,4340 VON KARMAN AVE STE 400,507 LARKSPUR AVE,CORONA DEL MAR,934-057-36,",",,
FOURCHER 4340 LLC,,4340 VON KARMAN AVE # 401,507 LARKSPUR AVE,CORONA DEL MAR,934-057-37,",",,
FOURCHER 4340 LLC,,4340 VON KARMAN AVE # 402,507 LARKSPUR AVE,CORONA DEL MAR,934-057-38,",",,
FOURCHER 4340 LLC,,4340 VON KARMAN AVE # 403,507 LARKSPUR AVE,CORONA DEL MAR,934-057-39,",",,
FOURCHER 4340 LLC,,4340 VON KARMAN AVE # 404,507 LARKSPUR AVE,CORONA DEL MAR,934-057-40,",",,
FOURCHER 4340 LLC,,4340 VON KARMAN AVE # 405,507 LARKSPUR AVE,CORONA DEL MAR,934-057-41,",",,
FOURCHER 4340 LLC,,4340 VON KARMAN AVE # 406,507 LARKSPUR AVE,CORONA DEL MAR,934-057-42,",",,
FOURCHER 4340 LLC,,4340 VON KARMAN AVE # 407,507 LARKSPUR AVE,CORONA DEL MAR,934-057-43,",",,
FOURCHER 4340 LLC,,4340 VON KARMAN AVE # 408,507 LARKSPUR AVE,CORONA DEL MAR,934-057-44,",",,
FOURCHER 4340 LLC,,4340 VON KARMAN AVE # 409,507 LARKSPUR AVE,CORONA DEL MAR,934-057-45,",",,
FOURCHER 4340 LLC,,4340 VON KARMAN AVE STE 410,507 LARKSPUR AVE,CORONA DEL MAR,934-057-46,",",,
FOURCHER 4340 LLC,,4340 VON KARMAN AVE # 411,507 LARKSPUR AVE,CORONA DEL MAR,934-057-47,",",,
MRB ENTERPRISES LLC,,826 BRICKYARD LN # 8,825 BRICKYARD LN,COSTA MESA,937-782-53,",",,
L & BA FAMILY LLC,,1209 WINSLOW LN,151 KALMUS DR # 10,COSTA MESA,930-592-13,",",,
ONNYX INVESTMENTS 2 LLC,,16431 BEACH BLVD,2665 HARBOR BLVD,COSTA MESA,142-102-56,",",10/02/2009,
CHARGERS FOOTBALL COMPANY LLC,,2750 FAIRVIEW RD,MESA CITY HALL FINANCE,COSTA MESA,988-060-96,",",,
JAYS AIR CENTER LLC,,19582 AIRWAY AVE,2980 AIRWAY AVE,COSTA MESA,988-014-62,",",,
NEWPORT MARINA COMPOUND LLC,,2408 NEWPORT BLVD,136 ROCHESTER ST,COSTA MESA,988-431-44,",",,
126 PROPERTIES LLC,,2812 LAFAYETTE RD,126 E 16TH ST,COSTA MESA,988-431-49,",",,
SEABOAT LLC,,2814 LAFAYETTE RD,126 E 16TH ST,COSTA MESA,988-431-50,",",,
2808 LAFAYETTE PROPERTY LLC,,2808 LAFAYETTE RD,1001 W 17TH ST STE K,COSTA MESA,988-431-57,",",,
VISTA DEL MAR-HYLANDER LLC,,3525 HYLAND AVE STE 145,3525 HYLAND AVE STE 150,COSTA MESA,932-632-70,",",01/16/2007,
INSIGHT PROPERTIES LLC,,3151 AIRWAY AVE STE M3,3151 AIRWAY AVE STE J2,COSTA MESA,938-940-68,",",09/28/2005,
20331IRVINE345 LLC,,20331 IRVINE AVE STE E3,1187 GLENEAGLES TER,COSTA MESA,936-801-29,",",,
20331IRVINE345 LLC,,20331 IRVINE AVE STE E4,1187 GLENEAGLES TER,COSTA MESA,936-801-30,",",,
20331IRVINE345 LLC,,20331 IRVINE AVE STE E5,1187 GLENEAGLES TER,COSTA MESA,936-801-31,",",,
FROME REALTY FUND-ALPHA LLC,,6352 INDUSTRY WAY,151 KALMUS DR STE F2,COSTA MESA,195-151-28,",",,
FROME REALTY FUND-ALPHA LLC,,6342 INDUSTRY WAY,151 KALMUS DR STE F2,COSTA MESA,195-151-11,",",,
BURKE MONARCH LLC,,11258 MONARCH ST # 502,260 BAKER ST STE 100,COSTA MESA,936-751-38,",",09/29/2006,
BURKE MONARCH LLC,,11258 MONARCH ST # 503,260 BAKER ST STE 100,COSTA MESA,936-751-39,",",09/29/2006,
BURKE MONARCH LLC,,11258 MONARCH ST # 505,260 BAKER ST STE 100,COSTA MESA,936-751-41,",",09/29/2006,
BURKE MONARCH LLC,,11258 MONARCH ST # 506,260 BAKER ST STE 100,COSTA MESA,936-751-42,",",09/29/2006,
BURKE MONARCH LLC,,11258 MONARCH ST # 507,260 BAKER ST STE 100,COSTA MESA,936-751-43,",",09/29/2006,
BURKE MONARCH LLC,,11258 MONARCH ST # 508,260 BAKER ST STE 100,COSTA MESA,936-751-44,",",09/29/2006,
BURKE MONARCH LLC,,11258 MONARCH ST # 509,260 BAKER ST STE 100,COSTA MESA,936-751-45,",",09/29/2006,
BURKE MONARCH LLC,,11258 MONARCH ST # 510,260 BAKER ST STE 100,COSTA MESA,936-751-46,",",09/29/2006,
BURKE MONARCH LLC,,11258 MONARCH ST # 511,260 BAKER ST STE 100,COSTA MESA,936-751-47,",",09/29/2006,
BURKE MONARCH LLC,,11258 MONARCH ST # 512,260 BAKER ST STE 100,COSTA MESA,936-751-48,",",09/29/2006,
BURKE MONARCH LLC,,11258 MONARCH ST # 513,260 BAKER ST STE 100,COSTA MESA,936-751-49,",",09/29/2006,
BURKE MONARCH LLC,,11258 MONARCH ST # 514,260 BAKER ST STE 100,COSTA MESA,936-751-50,",",09/29/2006,
BURKE MONARCH LLC,,11258 MONARCH ST # 515,260 BAKER ST STE 100,COSTA MESA,936-751-51,",",09/29/2006,
BURKE MONARCH LLC,,11258 MONARCH ST # 516,260 BAKER ST STE 100,COSTA MESA,936-751-52,",",09/29/2006,
MONARCH UNIT 401 LLC,,11266 MONARCH ST # 401,260 BAKER ST STE 100,COSTA MESA,936-751-35,",",07/22/2008,
MONARCH UNIT 401 LLC,,11266 MONARCH ST # 402,260 BAKER ST STE 100,COSTA MESA,936-751-36,",",07/22/2008,
URBAN ARENA PROPERTIES LLC,,3195 RED HILL AVE STE F,3195 RED HILL AVE # C6,COSTA MESA,936-790-26,",",06/30/2006,
FROME DEVELOPMENTS OMEGA LLC,,7611 SLATER AVE,151 KALMUS DR STE F2,COSTA MESA,111-340-48,",",,
BELAVITA LLC,,11770 WARNER AVE # 1,3187 RED HILL AVE STE 213,COSTA MESA,938-781-21,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 2,3187 RED HILL AVE STE 213,COSTA MESA,938-781-22,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 3,3187 RED HILL AVE STE 213,COSTA MESA,938-781-23,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 4,3187 RED HILL AVE STE 213,COSTA MESA,938-781-24,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 5,3187 RED HILL AVE STE 213,COSTA MESA,938-781-25,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 6,3187 RED HILL AVE STE 213,COSTA MESA,938-781-26,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 7,3187 RED HILL AVE STE 213,COSTA MESA,938-781-27,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 8,3187 RED HILL AVE STE 213,COSTA MESA,938-781-28,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 9,3187 RED HILL AVE STE 213,COSTA MESA,938-781-29,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 10,3187 RED HILL AVE STE 213,COSTA MESA,938-781-30,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 11,3187 RED HILL AVE STE 213,COSTA MESA,938-781-31,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 12,3187 RED HILL AVE STE 213,COSTA MESA,938-781-32,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 13,3187 RED HILL AVE STE 213,COSTA MESA,938-781-33,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 14,3187 RED HILL AVE STE 213,COSTA MESA,938-781-34,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 15,3187 RED HILL AVE STE 213,COSTA MESA,938-781-35,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 16,3187 RED HILL AVE STE 213,COSTA MESA,938-781-36,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 17,3187 RED HILL AVE STE 213,COSTA MESA,938-781-37,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 18,3187 RED HILL AVE STE 213,COSTA MESA,938-781-38,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 19,3187 RED HILL AVE STE 213,COSTA MESA,938-781-39,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 20,3187 RED HILL AVE STE 213,COSTA MESA,938-781-40,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 21,3187 RED HILL AVE STE 213,COSTA MESA,938-781-41,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 22,3187 RED HILL AVE STE 213,COSTA MESA,938-781-42,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 23,3187 RED HILL AVE STE 213,COSTA MESA,938-781-43,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 24,3187 RED HILL AVE STE 213,COSTA MESA,938-781-44,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 25,3187 RED HILL AVE STE 213,COSTA MESA,938-781-45,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 26,3187 RED HILL AVE STE 213,COSTA MESA,938-781-46,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 27,3187 RED HILL AVE STE 213,COSTA MESA,938-781-47,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 28,3187 RED HILL AVE STE 213,COSTA MESA,938-781-48,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 29,3187 RED HILL AVE STE 213,COSTA MESA,938-781-49,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 30,3187 RED HILL AVE STE 213,COSTA MESA,938-781-50,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 31,3187 RED HILL AVE STE 213,COSTA MESA,938-781-51,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 32,3187 RED HILL AVE STE 213,COSTA MESA,938-781-52,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 33,3187 RED HILL AVE STE 213,COSTA MESA,938-781-53,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 34,3187 RED HILL AVE STE 213,COSTA MESA,938-781-54,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 35,3187 RED HILL AVE STE 213,COSTA MESA,938-781-55,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 36,3187 RED HILL AVE STE 213,COSTA MESA,938-781-56,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 37,3187 RED HILL AVE STE 213,COSTA MESA,938-781-57,",",04/08/2010,
BELAVITA LLC,,11770 WARNER AVE # 38,3187 RED HILL AVE STE 213,COSTA MESA,938-781-58,",",04/08/2010,
HARBOR ISLAND LLC,,30 HARBOR IS,949 S COAST DR STE 600,COSTA MESA,988-016-21,",",,
FROME REALTY FUND-ALPHA LLC,,6362 INDUSTRY WAY,151 KALMUS DR STE F2,COSTA MESA,195-151-29,",",,
SBLP HUNTINGTON BEACH OFFICE LLC,,2120 MAIN ST # 1,4514 COLE AVE STE 1500,DALLAS,023-631-01,",",,
SBLP HUNTINGTON BEACH OFFICE LLC,,2130 MAIN ST # 2,4514 COLE AVE STE 1500,DALLAS,023-631-04,",",,
SBLP HUNTINGTON BEACH OFFICE LLC,,2100 MAIN ST # 5,4514 COLE AVE STE 1500,DALLAS,023-631-02,",",,
SBLP HUNTINGTON BEACH OFFICE LLC,,2134 MAIN ST # 3,4514 COLE AVE STE 1500,DALLAS,023-631-03,",",,
S-TRACT LLC BRINKER INTERNATIONAL INC,,3333 BRISTOL ST,6820 LYNDON B JOHNSON FWY,DALLAS,988-010-39,",",,
GRANDEN PROPERTIES LLC,,640 CHANNEL WAY,32932 PACIFIC COAST HWY # 14-364,DANA POINT,930-610-26,",",,
GRANDEN PROPERTIES LLC,,638 CHANNEL WAY,32932 PACIFIC COAST HWY # 14-364,DANA POINT,930-610-27,",",,
LIGHTHOUSE CAFE LLC,,1600 W BALBOA BLVD,32565 GOLDEN LANTERN STE B,DANA POINT,988-007-96,",",,
DE ANZA BAYSIDE VILLAGE LLC,,2 SARATOGA,445 MARINE VIEW AVE STE 110,DEL MAR,892-210-02,",",,
DE ANZA BAYSIDE VILLAGE LLC,,9 SARATOGA,445 MARINE VIEW AVE STE 110,DEL MAR,892-210-09,",",,
BAYSIDE MHP LLC,,125 LIBERTY,445 MARINE VIEW AVE STE 110,DEL MAR,892-211-25,",",,
DE ANZA BAYSIDE VILLAGE LLC,,211 TREMONT DR,445 MARINE VIEW AVE STE 110,DEL MAR,892-212-11,",",,
BAYSIDE MHP LLC,,300 E COAST HWY,445 MARINE VIEW AVE STE 110,DEL MAR,988-023-63,",",,
NEWPORT LLC,,4340 VON KARMAN AVE STE 205,640 N DIAMOND BAR BLVD,DIAMOND BAR,934-057-17,",",,
CORPORATE INVESTMENT HOLDINGS LLC,,12600 WESTMINSTER AVE # 1E,500 CORPORATE DR,ESCONDIDO,938-691-05,",",,
49 BEACON BAY LLC,,49 BEACON BAY,PO BOX 102017,FORT WORTH,988-883-48,",",,
FOUNTAIN VALLEY RENTALS LLC,,17168 NEWHOPE ST APT 102,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-785-68,",",08/18/2008,
ROJACK LLC,,17168 NEWHOPE ST APT 108,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-785-74,",",12/31/2008,
FOUNTAIN VALLEY RENTALS LLC,,17168 NEWHOPE ST APT 112,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-785-78,",",08/18/2008,
FOUNTAIN VALLEY RENTALS LLC,,17168 NEWHOPE ST APT 202,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-785-80,",",08/18/2008,
FOUNTAIN VALLEY RENTALS LLC,,17168 NEWHOPE ST APT 204,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-785-82,",",08/18/2008,
ROJACK LLC,,17168 NEWHOPE ST APT 205,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-785-83,",",12/31/2008,
FOUNTAIN VALLEY RENTALS LLC,,17168 NEWHOPE ST APT 230,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-786-08,",",08/18/2008,
FOUNTAIN VALLEY RENTALS LLC,,17168 NEWHOPE ST APT 231,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-786-09,",",08/18/2008,
FOUNTAIN VALLEY RENTALS LLC,,17168 NEWHOPE ST APT 234,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-786-12,",",08/18/2008,
FOUNTAIN VALLEY RENTALS LLC,,17230 NEWHOPE ST APT 101,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-785-23,",",12/11/2007,
FOUNTAIN VALLEY RENTALS LLC,,17230 NEWHOPE ST APT 102,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-785-24,",",12/11/2007,
FOUNTAIN VALLEY RENTALS LLC,,17230 NEWHOPE ST APT 103,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-785-25,",",12/11/2007,
FOUNTAIN VALLEY RENTALS LLC,,17230 NEWHOPE ST APT 201,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-785-37,",",12/11/2007,
FOUNTAIN VALLEY RENTALS LLC,,17230 NEWHOPE ST APT 202,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-785-38,",",12/11/2007,
FOUNTAIN VALLEY RENTALS LLC,,17230 NEWHOPE ST APT 205,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-785-41,",",12/11/2007,
FOUNTAIN VALLEY RENTALS LLC,,17230 NEWHOPE ST APT 206,17272 NEWHOPE ST,FOUNTAIN VALLEY,938-785-42,",",12/11/2007,
LAPIER PROP LLC,,17132 GOTHARD ST,9085 LA CRESCENTA AVE,FOUNTAIN VALLEY,111-024-23,",",,
TN INVESTMENTS PROPERTIES LLC,,17220 NEWHOPE ST STE 209,17220 NEWHOPE ST STE 207,FOUNTAIN VALLEY,938-780-36,",",,
NOF 2024 LLC,,17220 NEWHOPE ST STE 223,17220 NEWHOPE ST STE 224,FOUNTAIN VALLEY,938-780-46,",",,
LEE BROTHERS LLC,,7042 KEARNY DR,18685 SANTA IRENE ST,FOUNTAIN VALLEY,111-130-36,",",09/25/2003,
HAROLD WESTMINSTER LLC,,12630 WESTMINSTER AVE # 4C,16199 GALLATIN ST,FOUNTAIN VALLEY,938-691-21,",",,
BCE SEAL BEACH LLC,,800 SEAL BEACH BLVD,111 SPEEN ST STE 410,FRAMINGHAM,988-067-22,",",,
